"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
201803,"4067 HARDWICK ST NUM 240","LAKEWOOD","CA",90712,33.850484253,-118.145561978,303,"4067 HARDWICK ST NUM 240, LAKEWOOD, CA, 90712","Match","Exact","4067 HARDWICK ST, LAKEWOOD, CA, 90712",142775385,"L"
201804,"4067 HARDWICK ST STE 244","LAKEWOOD","CA",90712,33.850484253,-118.145561978,304,"4067 HARDWICK ST STE 244, LAKEWOOD, CA, 90712","Match","Exact","4067 HARDWICK ST, LAKEWOOD, CA, 90712",142775385,"L"
201805,"4067 HARDWICK ST STE 539","LAKEWOOD","CA",90712,33.850484253,-118.145561978,305,"4067 HARDWICK ST STE 539, LAKEWOOD, CA, 90712","Match","Exact","4067 HARDWICK ST, LAKEWOOD, CA, 90712",142775385,"L"
201806,"4067 HARDWICK ST UNIT 413","LAKEWOOD","CA",90712,33.850484253,-118.145561978,306,"4067 HARDWICK ST UNIT 413, LAKEWOOD, CA, 90712","Match","Exact","4067 HARDWICK ST, LAKEWOOD, CA, 90712",142775385,"L"
201807,"4067 HARDWICK STREET  STE 527","LAKEWOOD","CA",90712,33.850484253,-118.145561978,307,"4067 HARDWICK STREET  STE 527, LAKEWOOD, CA, 90712","Match","Exact","4067 HARDWICK ST, LAKEWOOD, CA, 90712",142775385,"L"
201808,"4067 HARDWICK STREET SUITE 372","LAKEWOOD","CA",90712,33.850484253,-118.145561978,308,"4067 HARDWICK STREET SUITE 372, LAKEWOOD, CA, 90712","Match","Exact","4067 HARDWICK ST, LAKEWOOD, CA, 90712",142775385,"L"
201809,"4067 LINCOLN AVENUE","SAINT LOUIS","MO",63113,38.6576481160001,-90.232078157,309,"4067 LINCOLN AVENUE, SAINT LOUIS, MO, 63113","Match","Exact","4067 LINCOLN AVE, SAINT LOUIS, MO, 63113",107596243,"R"
201810,"4067 N HARDWICK ST STE 409","LAKEWOOD","CA",90712,33.850484253,-118.145557051,310,"4067 N HARDWICK ST STE 409, LAKEWOOD, CA, 90712","Match","Exact","4067 HARDWICK ST, LAKEWOOD, CA, 90712",142775385,"L"
201811,"4067 S FOUR MILE RUN DR","ARLINGTON","VA",22204,38.847728084,-77.096000155,311,"4067 S FOUR MILE RUN DR, ARLINGTON, VA, 22204","Match","Exact","4067 S FOUR MILE RUN DR, ARLINGTON, VA, 22204",76471427,"R"
201812,"4067 S FOUR MILE RUN DRIVE /301","ARLINGTON","VA",22204,38.847728084,-77.096000155,312,"4067 S FOUR MILE RUN DRIVE /301, ARLINGTON, VA, 22204","Match","Non_Exact","4067 S FOUR MILE RUN DR, ARLINGTON, VA, 22204",76471427,"R"
201813,"40670 COUNTY 12","LANESBORO","MN",55949,NA,NA,313,"40670 COUNTY 12, LANESBORO, MN, 55949","No_Match",NA,NA,NA,NA
201814,"40673 N 3967 LANE","SKIATOOK","OK",74070,36.430007312,-95.945873102,314,"40673 N 3967 LANE, SKIATOOK, OK, 74070","Match","Non_Exact","40675 N 3967 LN, SKIATOOK, OK, 74070",606566561,"L"
201815,"4067B S TAMIAMI TRL","SARASOTA","FL",34231,27.29583774,-82.530548977,315,"4067B S TAMIAMI TRL, SARASOTA, FL, 34231","Match","Exact","4067 S TAMIAMI TRL, SARASOTA, FL, 34231",652528325,"L"
201816,"4068 26TH ST","SAN FRANCISCO","CA",94131,37.748288797,-122.430689476,316,"4068 26TH ST, SAN FRANCISCO, CA, 94131","Match","Exact","4068 26TH ST, SAN FRANCISCO, CA, 94131",652199571,"R"
201817,"4068 CAMPBELLSVILLE PIKE","COLUMBIA","TN",38401,35.5262768200001,-87.090116435,317,"4068 CAMPBELLSVILLE PIKE, COLUMBIA, TN, 38401","Match","Exact","4068 CAMPBELLSVILLE PIKE, COLUMBIA, TN, 38401",605874282,"L"
201818,"4068 DELSA CIRCLE","MEMPHIS","TN",38116,35.0369528210001,-89.993820612,318,"4068 DELSA CIRCLE, MEMPHIS, TN, 38116","Match","Exact","4068 DELSA CIR, MEMPHIS, TN, 38116",72919232,"L"
201819,"4068 E PECOS RD","GILBERT","AZ",85295,33.2926262070001,-111.702526981,319,"4068 E PECOS RD, GILBERT, AZ, 85295","Match","Exact","4068 E PECOS RD, GILBERT, AZ, 85295",649465326,"L"
201820,"4068 E PECOS RD","GILBERT","AZ",85297,33.2926262070001,-111.702526981,320,"4068 E PECOS RD, GILBERT, AZ, 85297","Match","Non_Exact","4068 E PECOS RD, GILBERT, AZ, 85295",649465326,"L"
201821,"4068 EAST PECOS ROAD","Gilbert","AZ",85295,33.292626157,-111.702535875,321,"4068 EAST PECOS ROAD, Gilbert, AZ, 85295","Match","Exact","4068 E PECOS RD, GILBERT, AZ, 85295",649465326,"L"
201822,"4068 EAST PECOS ROAD","GILBERT","AZ",85295,33.292626157,-111.702535875,322,"4068 EAST PECOS ROAD, GILBERT, AZ, 85295","Match","Exact","4068 E PECOS RD, GILBERT, AZ, 85295",649465326,"L"
201823,"4068 EAST SPRING MEADOW DR","ACWORTH","GA",30101,34.0731223110001,-84.662833151,323,"4068 EAST SPRING MEADOW DR, ACWORTH, GA, 30101","Match","Exact","4068 E SPRING MEADOW DR, ACWORTH, GA, 30101",17208074,"L"
201824,"4068 FOREST RUN CIRCLE","MEDINA","OH",44256,41.1227795090001,-81.8315407649999,324,"4068 FOREST RUN CIRCLE, MEDINA, OH, 44256","Match","Exact","4068 FOREST RUN CIR, MEDINA, OH, 44256",58692569,"R"
201825,"4068 GOLDEN HILL RD","CHURCH CREEK","MD",21622,38.44507674,-76.1418390549999,325,"4068 GOLDEN HILL RD, CHURCH CREEK, MD, 21622","Match","Exact","4068 GOLDEN HILL RD, CHURCH CREEK, MD, 21622",99652532,"L"
201826,"4068 HUGH DAVIS ROAD","YOUNGSVILLE","NC",27596,36.068056303,-78.550518466,326,"4068 HUGH DAVIS ROAD, YOUNGSVILLE, NC, 27596","Match","Exact","4068 HUGH DAVIS RD, YOUNGSVILLE, NC, 27596",635987577,"R"
201827,"4068 MAFFITT AVE","SAINT LOUIS","MO",63113,38.6589986550001,-90.2311728879999,327,"4068 MAFFITT AVE, SAINT LOUIS, MO, 63113","Match","Exact","4068 MAFFITT AVE, SAINT LOUIS, MO, 63113",107596234,"L"
201828,"4068 NOAH STREET","BATON ROUGE","LA",70802,30.462685353,-91.149900573,328,"4068 NOAH STREET, BATON ROUGE, LA, 70802","Match","Exact","4068 NOAH ST, BATON ROUGE, LA, 70802",92183861,"R"
201829,"4068 STATE RTE 257","OIL CITY","PA",16301,41.4087195390001,-79.709862793,329,"4068 STATE RTE 257, OIL CITY, PA, 16301","Match","Exact","4068 STATE RTE 257, OIL CITY, PA, 16301",70740803,"R"
201830,"4068 SW HEWETT BLVD","PORTLAND","OR",97221,45.5003603590001,-122.718705219,330,"4068 SW HEWETT BLVD, PORTLAND, OR, 97221","Match","Exact","4068 SW HEWETT BLVD, PORTLAND, OR, 97221",157604499,"L"
201831,"40680 HIGHWAY 41 SUITE D","OAKHURST","CA",93644,37.3390099210001,-119.644244542,331,"40680 HIGHWAY 41 SUITE D, OAKHURST, CA, 93644","Match","Exact","40680 HWY 41, OAKHURST, CA, 93644",102327640,"L"
201832,"40681 VERA CT","HEMET","CA",92544,33.7432910320001,-116.951260679,332,"40681 VERA CT, HEMET, CA, 92544","Match","Exact","40681 VERA CT, HEMET, CA, 92544",194756545,"R"
201833,"4069 34TH ST","SAN DIEGO","CA",92104,32.7509750140001,-117.120481128,333,"4069 34TH ST, SAN DIEGO, CA, 92104","Match","Exact","4069 34TH ST, SAN DIEGO, CA, 92104",195345799,"R"
201834,"4069 ATLANTIC BLVD","JACKSONVILLE","FL",32207,30.306885623,-81.622699892,334,"4069 ATLANTIC BLVD, JACKSONVILLE, FL, 32207","Match","Exact","4069 ATLANTIC BLVD, JACKSONVILLE, FL, 32207",83916084,"L"
201835,"4069 BLOSSOM HILL DRIVE","WEDDINGTON","NC",28104,35.0278909520001,-80.7671308669999,335,"4069 BLOSSOM HILL DRIVE, WEDDINGTON, NC, 28104","Match","Exact","4069 BLOSSOM HILL DR, WEDDINGTON, NC, 28104",14204973,"L"
201836,"4069 MADISON ACRES DRIVE","LOCUST GROVE","GA",30248,33.3638605150001,-84.146736177,336,"4069 MADISON ACRES DRIVE, LOCUST GROVE, GA, 30248","Match","Exact","4069 MADISON ACRES DR, LOCUST GROVE, GA, 30248",638960177,"L"
201837,"4069 MARVIN ST","OCEANSIDE","CA",92056,33.1950497170001,-117.289437702,337,"4069 MARVIN ST, OCEANSIDE, CA, 92056","Match","Exact","4069 MARVIN ST, OCEANSIDE, CA, 92056",195285670,"R"
201838,"4069 SHERMAN OAKS AVE","VIRGINIA BEACH","VA",23456,36.7697481500001,-76.1203955949999,338,"4069 SHERMAN OAKS AVE, VIRGINIA BEACH, VA, 23456","Match","Exact","4069 SHERMAN OAKS AVE, VA BCH, VA, 23456",122303322,"L"
201839,"4069 SPRING MEADOW RD","TUCKER","GA",30084,33.8860501180001,-84.220858044,339,"4069 SPRING MEADOW RD, TUCKER, GA, 30084","Match","Exact","4069 SPRING MEADOW RD, TUCKER, GA, 30084",23363318,"R"
201840,"40695 PARK RD","SHADE","OH",45776,39.1592838120001,-82.024031119,340,"40695 PARK RD, SHADE, OH, 45776","Match","Exact","40695 PARK RD, SHADE, OH, 45776",101275999,"L"
201841,"407  N ROSEMARY AVENUE","WEST PALM BEACH","FL",33401,26.716323237,-80.056958543,341,"407  N ROSEMARY AVENUE, WEST PALM BEACH, FL, 33401","Match","Exact","407 N ROSEMARY AVE, WEST PALM BEACH, FL, 33401",115278477,"L"
201842,"407 1ST AVE","AUDUBON","IA",50025,41.7196244410001,-94.926121096,342,"407 1ST AVE, AUDUBON, IA, 50025","Match","Exact","407 1ST AVE, AUDUBON, IA, 50025",61725092,"L"
201843,"407 2ND ST W APT 3","POLSON","MT",59860,47.692252572,-114.166823648,343,"407 2ND ST W APT 3, POLSON, MT, 59860","Match","Exact","407 2ND ST W, POLSON, MT, 59860",206921238,"R"
201844,"407 37TH PL SE APT 201","WASHINGTON","DC",20019,38.884330522,-76.9507828339999,344,"407 37TH PL SE APT 201, WASHINGTON, DC, 20019","Match","Exact","407 37TH PL SE, WASHINGTON, DC, 20019",76233639,"R"
201845,"407 7TH AVENUE SE","ROSEAU","MN",56751,48.8427156650001,-95.7530365059999,345,"407 7TH AVENUE SE, ROSEAU, MN, 56751","Match","Exact","407 7TH AVE SE, ROSEAU, MN, 56751",176612513,"R"
201846,"407 AND ONE HALF BRONCO RD NUMBER 3","RANGLEY","CO",81648,NA,NA,346,"407 AND ONE HALF BRONCO RD NUMBER 3, RANGLEY, CO, 81648","No_Match",NA,NA,NA,NA
201847,"407 BELINDA PKWY","MOUNT JULIET","TN",37122,36.173644532,-86.473143378,347,"407 BELINDA PKWY, MOUNT JULIET, TN, 37122","Match","Exact","407 BELINDA PKWY, MOUNT JULIET, TN, 37122",633922037,"R"
201848,"407 BELLARMINE DRIVE WEST","JOLIET","IL",60436,41.514952943,-88.128686812,348,"407 BELLARMINE DRIVE WEST, JOLIET, IL, 60436","Match","Exact","407 BELLARMINE DR W, JOLIET, IL, 60436",111539986,"R"
201849,"407 BELTLINE ROAD PMB 260","COLLINSVILLE","IL",62234,38.6910041990001,-89.9724016819999,349,"407 BELTLINE ROAD PMB 260, COLLINSVILLE, IL, 62234","Match","Non_Exact","407 BELT LINE RD, COLLINSVILLE, IL, 62234",107693945,"R"
201850,"407 BLUEFIELD DRIVE","OAKDALE","PA",15071,40.3928141260001,-80.162855248,350,"407 BLUEFIELD DRIVE, OAKDALE, PA, 15071","Match","Exact","407 BLUEFIELD DR, OAKDALE, PA, 15071",607694808,"L"
201851,"407 BOSTON RD","SUTTON","MA",1590,42.144073587,-71.773278545,351,"407 BOSTON RD, SUTTON, MA, 1590","Match","Exact","407 BOSTON RD, SUTTON, MA, 01590",40091325,"R"
201852,"407 BRIERHILL RD","DEERFIELD","IL",60015,42.160668625,-87.8315670109999,352,"407 BRIERHILL RD, DEERFIELD, IL, 60015","Match","Exact","407 BRIERHILL RD, DEERFIELD, IL, 60015",624784507,"R"
201853,"407 BROOKSIDE AVE","AMBLER","PA",19002,40.1621020160001,-75.23148972,353,"407 BROOKSIDE AVE, AMBLER, PA, 19002","Match","Exact","407 BROOKSIDE AVE, AMBLER, PA, 19002",135077367,"L"
201854,"407 BROOKVIEW DRIVE","MONTGOMERY","AL",36110,32.421263874,-86.29314859,354,"407 BROOKVIEW DRIVE, MONTGOMERY, AL, 36110","Match","Exact","407 BROOKVIEW DR, MONTGOMERY, AL, 36110",1468355,"L"
201855,"407 BUFFALO DRIVE","INDIANAPOLIS","IN",46217,39.642637479,-86.165441415,355,"407 BUFFALO DRIVE, INDIANAPOLIS, IN, 46217","Match","Exact","407 BUFFALO DR, INDIANAPOLIS, IN, 46217",108007873,"L"
201856,"407 BYRNE STREET","BAY MINETTE","AL",36507,30.876315479,-87.7739561719999,356,"407 BYRNE STREET, BAY MINETTE, AL, 36507","Match","Exact","407 BYRNE ST, BAY MINETTE, AL, 36507",131627102,"L"
201857,"407 C STREET STE 2173","MARYSVIILLE","CA",95901,39.13951002,-121.587354513,357,"407 C STREET STE 2173, MARYSVIILLE, CA, 95901","Match","Non_Exact","407 C ST, MARYSVILLE, CA, 95901",106941101,"R"
201858,"407 CHARITY STREET","ABBEVILLE","LA",70510,29.9735244830001,-92.13226214,358,"407 CHARITY STREET, ABBEVILLE, LA, 70510","Match","Exact","407 CHARITY ST, ABBEVILLE, LA, 70510",85962642,"R"
201859,"407 COMPETITION RD","RALEIGH","NC",27603,35.6662777970001,-78.667679468,359,"407 COMPETITION RD, RALEIGH, NC, 27603","Match","Exact","407 COMPETITION RD, RALEIGH, NC, 27603",72598099,"L"
201860,"407 CONCORD AVE","MONROVIA","CA",91016,34.1523034480001,-118.007997182,360,"407 CONCORD AVE, MONROVIA, CA, 91016","Match","Exact","407 CONCORD AVE, MONROVIA, CA, 91016",142743085,"R"
201861,"407 COPPER OAKS PLACE","WOODSBORO","MD",21798,39.5345268340001,-77.303769872,361,"407 COPPER OAKS PLACE, WOODSBORO, MD, 21798","Match","Exact","407 COPPER OAKS PL, WOODSBORO, MD, 21798",646640289,"R"
201862,"407 COUNTY ROAD 155","STRINGER","MS",39481,31.86012972,-89.229926298,362,"407 COUNTY ROAD 155, STRINGER, MS, 39481","Match","Exact","407 CO RD 155, STRINGER, MS, 39481",642170213,"L"
201863,"407 COVINGTON ST","WILLARD","MO",65781,37.2885290880001,-93.424054831,363,"407 COVINGTON ST, WILLARD, MO, 65781","Match","Non_Exact","407 COVINGTON RD, WILLARD, MO, 65781",647735550,"R"
201864,"407 COYOTE CANYON DR","GALLUP","NM",87301,35.52613208,-108.684091721,364,"407 COYOTE CANYON DR, GALLUP, NM, 87301","Match","Exact","407 COYOTE CANYON DR, GALLUP, NM, 87301",178966335,"L"
201865,"407 CUMMINGS LN","TEXARKANA","TX",75501,33.359114907,-94.1135793729999,365,"407 CUMMINGS LN, TEXARKANA, TX, 75501","Match","Exact","407 CUMMINGS LN, TEXARKANA, TX, 75501",57674328,"L"
201866,"407 DE SOTO DR","UNIVERSAL CITY","TX",78148,29.5529905560001,-98.318090048,366,"407 DE SOTO DR, UNIVERSAL CITY, TX, 78148","Match","Exact","407 DE SOTO DR, UNIVERSAL CITY, TX, 78148",101503779,"R"
201867,"407 DEVONSHIRE RD","TOWER LAKES","IL",60010,NA,NA,367,"407 DEVONSHIRE RD, TOWER LAKES, IL, 60010","No_Match",NA,NA,NA,NA
201868,"407 DOE MEADOW DRIVE","OWINGS MILLS","MD",21117,39.4507285080001,-76.7929982209999,368,"407 DOE MEADOW DRIVE, OWINGS MILLS, MD, 21117","Match","Exact","407 DOE MEADOW DR, OWINGS MILLS, MD, 21117",191501393,"R"
201869,"407 DONALD STREET","NEW IBERIA","LA",70563,30.0052133610001,-91.8026278849999,369,"407 DONALD STREET, NEW IBERIA, LA, 70563","Match","Exact","407 DONALD ST, NEW IBERIA, LA, 70563",85361689,"L"
201870,"407 DURHAM AVE","EDISON","NJ",8817,40.541197848,-74.38229827,370,"407 DURHAM AVE, EDISON, NJ, 8817","Match","Exact","407 DURHAM AVE, EDISON, NJ, 08817",60293269,"L"
201871,"407 E 59TH PLACE","LOS ANGELES","CA",90003,33.986087646,-118.267351544,371,"407 E 59TH PLACE, LOS ANGELES, CA, 90003","Match","Exact","407 E 59TH PL, LOS ANGELES, CA, 90003",141670383,"L"
201872,"407 E 5TH ST APT B","CHATTANOOGA","TN",37403,35.051252391,-85.304941985,372,"407 E 5TH ST APT B, CHATTANOOGA, TN, 37403","Match","Non_Exact","407 E 5TH ST, CHATTANOOGA, TN, 37403",59304043,"L"
201873,"407 E 5TH ST","NEWPORT","OH",41071,NA,NA,373,"407 E 5TH ST, NEWPORT, OH, 41071","No_Match",NA,NA,NA,NA
201874,"407 E MAHONING ST APT 727","PUNXSUTAWNEY","PA",15767,NA,NA,374,"407 E MAHONING ST APT 727, PUNXSUTAWNEY, PA, 15767","Tie",NA,NA,NA,NA
201875,"407 E MAIN ST","MONTPELIER","OH",43543,41.586510048,-84.6032400249999,375,"407 E MAIN ST, MONTPELIER, OH, 43543","Match","Exact","407 E MAIN ST, MONTPELIER, OH, 43543",8350746,"R"
201876,"407 E NORTH STREET","PERRYVILLE","MO",63775,37.726501462,-89.857221217,376,"407 E NORTH STREET, PERRYVILLE, MO, 63775","Match","Exact","407 E NORTH ST, PERRYVILLE, MO, 63775",604708695,"L"
201877,"407 E OLIVE STREET","LAMAR","CO",81052,38.088440351,-102.613791739,377,"407 E OLIVE STREET, LAMAR, CO, 81052","Match","Exact","407 E OLIVE ST, LAMAR, CO, 81052",137783105,"L"
201878,"407 E PLAINSMEN RD","PRAIRIE CITY","IA",50228,41.5951437690001,-93.2335265999999,378,"407 E PLAINSMEN RD, PRAIRIE CITY, IA, 50228","Match","Exact","407 PLAINSMEN RD, PRAIRIE CITY, IA, 50228",89434195,"L"
201879,"407 E WADLEY AVE","MIDLAND","TX",79705,32.030828672,-102.077418674,379,"407 E WADLEY AVE, MIDLAND, TX, 79705","Match","Exact","407 E WADLEY AVE, MIDLAND, TX, 79705",139581710,"L"
201880,"407 EAST 77TH STREET APT 5W","NEW YORK","NY",10075,40.770904478,-73.953346197,380,"407 EAST 77TH STREET APT 5W, NEW YORK, NY, 10075","Match","Exact","407 E 77TH ST, NEW YORK, NY, 10075",59658339,"L"
201881,"407 EAST AVE","LEWISTON","ME",4240,44.108115609,-70.1873330129999,381,"407 EAST AVE, LEWISTON, ME, 4240","Match","Exact","407 EAST AVE, LEWISTON, ME, 04240",616698635,"R"
201882,"407 EAST CHURCH STREET","MARTINSVILLE","VA",24112,36.6880750180001,-79.8638963239999,382,"407 EAST CHURCH STREET, MARTINSVILLE, VA, 24112","Match","Exact","407 E CHURCH ST, MARTINSVILLE, VA, 24112",55522319,"R"
201883,"407 EAST GRAND RIVER","HOWELL","MI",48843,42.6060283840001,-83.9265296899999,383,"407 EAST GRAND RIVER, HOWELL, MI, 48843","Match","Non_Exact","407 E GRAND RIVER AVE, HOWELL, MI, 48843",23542306,"L"
201884,"407 EAST MAIN STREET","LAGRANGE","OH",44050,41.2373220970001,-82.113291348,384,"407 EAST MAIN STREET, LAGRANGE, OH, 44050","Match","Exact","407 E MAIN ST, LAGRANGE, OH, 44050",639289159,"L"
201885,"407 EAST PENNSYLVANIA BLVD","FEASTERVILLE","PA",19053,40.151836712,-75.0102133469999,385,"407 EAST PENNSYLVANIA BLVD, FEASTERVILLE, PA, 19053","Match","Non_Exact","407 E PENNSYLVANIA BLVD, FEASTERVILLE TREVOSE, PA, 19053",134741216,"R"
201886,"407 EAST VANDALIA STREET","GREENSBORO","NC",27406,36.0164035770001,-79.779944276,386,"407 EAST VANDALIA STREET, GREENSBORO, NC, 27406","Match","Non_Exact","407 E VANDALIA RD, GREENSBORO, NC, 27406",652230488,"L"
201887,"407 EAST WALKER ST","JEFFERSON","TX",75657,32.759397037,-94.35131133,387,"407 EAST WALKER ST, JEFFERSON, TX, 75657","Match","Exact","407 E WALKER ST, JEFFERSON, TX, 75657",57747080,"R"
201888,"407 ELIZABETH AVENUE","ALBANY","GA",31705,31.5263294010001,-84.125492626,388,"407 ELIZABETH AVENUE, ALBANY, GA, 31705","Match","Exact","407 ELIZABETH AVE, ALBANY, GA, 31705",84318364,"L"
201889,"407 FIRST AVENUE  SUITE 105","FAIRBANKS","AK",99701,64.8442498200001,-147.716008795,389,"407 FIRST AVENUE  SUITE 105, FAIRBANKS, AK, 99701","Match","Exact","407 1ST AVE, FAIRBANKS, AK, 99701",190894010,"L"
201890,"407 FORREST AVENUE","WOODSTOCK","IL",60098,42.309185949,-88.454147839,390,"407 FORREST AVENUE, WOODSTOCK, IL, 60098","Match","Exact","407 FORREST AVE, WOODSTOCK, IL, 60098",119816498,"R"
201891,"407 FORTRESS WAY","OCCOQUAN","VA",22125,38.6840538640001,-77.264132149,391,"407 FORTRESS WAY, OCCOQUAN, VA, 22125","Match","Exact","407 FORTRESS WAY, OCCOQUAN, VA, 22125",76525496,"L"
201892,"407 FREDRICKSON RD","TOUCHET","WA",99360,46.014240564,-118.533444237,392,"407 FREDRICKSON RD, TOUCHET, WA, 99360","Match","Exact","407 FREDRICKSON RD, TOUCHET, WA, 99360",174670938,"R"
201893,"407 GLENN ST","WALL","SD",57790,43.9943868730001,-102.238950854,393,"407 GLENN ST, WALL, SD, 57790","Match","Exact","407 GLENN ST, WALL, SD, 57790",205495729,"R"
201894,"407 GOR-AN FARM ROAD","SELMA","NC",27576,35.506335231,-78.266335472,394,"407 GOR-AN FARM ROAD, SELMA, NC, 27576","Match","Non_Exact","407 GOR AN FARM RD, SELMA, NC, 27576",646376773,"R"
201895,"407 GRANT LANE","CLAYTON","NC",27520,35.6244480180001,-78.455936491,395,"407 GRANT LANE, CLAYTON, NC, 27520","Match","Exact","407 GRANT LN, CLAYTON, NC, 27520",26551783,"R"
201896,"407 GROVE STREET","LOUDON","TN",37774,35.7399791660001,-84.335957459,396,"407 GROVE STREET, LOUDON, TN, 37774","Match","Exact","407 GROVE ST, LOUDON, TN, 37774",99968725,"R"
201897,"407 GUNTER STREET","UTICA","IN",47130,38.332732822,-85.6554282499999,397,"407 GUNTER STREET, UTICA, IN, 47130","Match","Exact","407 GUNTER ST, UTICA, IN, 47130",64922859,"R"
201898,"407 HABITAT COVE PO BOX 1244","COVINGTON","TN",38019,35.5700504650001,-89.650320245,398,"407 HABITAT COVE PO BOX 1244, COVINGTON, TN, 38019","Match","Exact","407 HABITAT COVE, COVINGTON, TN, 38019",73171617,"R"
201899,"407 HAMILTON STREET","ALBANY","NY",12210,42.6524928590001,-73.765656647,399,"407 HAMILTON STREET, ALBANY, NY, 12210","Match","Exact","407 HAMILTON ST, ALBANY, NY, 12210",18310179,"R"
201900,"407 HAZEL AVENUE","YEADON","PA",19050,39.9351801130001,-75.2650773129999,400,"407 HAZEL AVENUE, YEADON, PA, 19050","Match","Exact","407 HAZEL AVE, YEADON, PA, 19050",134884703,"L"
201901,"407 HIAWATHA ST","SOMERVILLE","TN",38068,35.240391049,-89.347643551,401,"407 HIAWATHA ST, SOMERVILLE, TN, 38068","Match","Non_Exact","407 S HIAWATHA ST, SOMERVILLE, TN, 38068",72698715,"L"
201902,"407 INDEPENDANCE","ROCK SPRINGS","WY",82901,41.5992106040001,-109.235408149,402,"407 INDEPENDANCE, ROCK SPRINGS, WY, 82901","Match","Non_Exact","407 INDEPENDENCE CIR, ROCK SPRINGS, WY, 82901",149506884,"L"
201903,"407 KAMBER LANE","WYLIE","TX",75098,33.0204813670001,-96.5435031759999,403,"407 KAMBER LANE, WYLIE, TX, 75098","Match","Exact","407 KAMBER LN, WYLIE, TX, 75098",123557396,"L"
201904,"407 KAUMANA DRIVE","HILO","HI",96720,19.7083601750001,-155.110184144,404,"407 KAUMANA DRIVE, HILO, HI, 96720","Match","Exact","407 KAUMANA DR, HILO, HI, 96720",614313882,"R"
201905,"407 KELLER ST","CHINA GROVE","NC",28023,35.563931127,-80.582910043,405,"407 KELLER ST, CHINA GROVE, NC, 28023","Match","Exact","407 KELLER ST, CHINA GROVE, NC, 28023",25273126,"L"
201906,"407 KLINEWOODS RD","ITHACA","NY",14850,42.468970761,-76.485130335,406,"407 KLINEWOODS RD, ITHACA, NY, 14850","Match","Exact","407 KLINEWOODS RD, ITHACA, NY, 14850",18857108,"R"
201907,"407 LAKESHORE DRIVE","CRAIG","MO",64437,40.0646796410001,-95.339794667,407,"407 LAKESHORE DRIVE, CRAIG, MO, 64437","Match","Non_Exact","407 LAKE SHORE DR, CRAIG, MO, 64437",16011450,"R"
201908,"407 LAMBETH LANE","ST LOUIS","MO",63125,38.52018286,-90.2842122489999,408,"407 LAMBETH LANE, ST LOUIS, MO, 63125","Match","Exact","407 LAMBETH LN, SAINT LOUIS, MO, 63125",628737361,"R"
201909,"407 LAVERNE","SAN ANTONIO","TX",78237,29.4272324360001,-98.5849717199999,409,"407 LAVERNE, SAN ANTONIO, TX, 78237","Match","Non_Exact","407 LAVERNE AVE, SAN ANTONIO, TX, 78237",101511031,"R"
201910,"407 LINCOLN ROAD SUITE 12D","MIAMI BEACH","FL",33139,25.790679832,-80.1320405709999,410,"407 LINCOLN ROAD SUITE 12D, MIAMI BEACH, FL, 33139","Match","Exact","407 LINCOLN RD, MIAMI BEACH, FL, 33139",116020517,"R"
201911,"407 LOVERS LANE","CARRIZO SPRINGS","TX",78834,28.5199291000001,-99.858481646,411,"407 LOVERS LANE, CARRIZO SPRINGS, TX, 78834","Match","Exact","407 LOVERS LN, CARRIZO SPRINGS, TX, 78834",183024706,"L"
201912,"407 MACY ROAD","ISLIP","NY",11757,NA,NA,412,"407 MACY ROAD, ISLIP, NY, 11757","No_Match",NA,NA,NA,NA
201913,"407 MAIN STREET PO BOX 3","WEST NEWBURY","MA",1985,42.8018579180001,-70.987015556,413,"407 MAIN STREET PO BOX 3, WEST NEWBURY, MA, 1985","Match","Exact","407 MAIN ST, WEST NEWBURY, MA, 01985",86661500,"R"
201914,"407 MALONE ST","HOUSTON","TX",77007,29.7660345840001,-95.419261018,414,"407 MALONE ST, HOUSTON, TX, 77007","Match","Exact","407 MALONE ST, HOUSTON, TX, 77007",96060536,"L"
201915,"407 MAPLEBROOKE LN","CADILLAC","MI",49601,44.2821110040001,-85.4552726479999,415,"407 MAPLEBROOKE LN, CADILLAC, MI, 49601","Match","Exact","407 MAPLEBROOKE LN, CADILLAC, MI, 49601",146103014,"L"
201916,"407 MCARTHUR DR","KILLEEN","TX",76541,31.124336548,-97.7327995969999,416,"407 MCARTHUR DR, KILLEEN, TX, 76541","Match","Exact","407 MCARTHUR DR, KILLEEN, TX, 76541",146139727,"R"
201917,"407 MCREYNOLDS STREET","CARTHAGE","NC",28327,35.3501727400001,-79.420882154,417,"407 MCREYNOLDS STREET, CARTHAGE, NC, 28327","Match","Exact","407 MCREYNOLDS ST, CARTHAGE, NC, 28327",615673939,"L"
201918,"407 MIRROR LAKE PLACE","FAYETTEVILLE","NC",28303,35.0590869370001,-78.931672613,418,"407 MIRROR LAKE PLACE, FAYETTEVILLE, NC, 28303","Match","Exact","407 MIRROR LAKE PL, FAYETTEVILLE, NC, 28303",64199202,"L"
201919,"407 MOUNT KEMBLE AVENUE","MORRISTOWN","NJ",7960,40.772435353,-74.505218865,419,"407 MOUNT KEMBLE AVENUE, MORRISTOWN, NJ, 7960","Match","Exact","407 MOUNT KEMBLE AVE, MORRISTOWN, NJ, 07960",643820459,"R"
